#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 09 19 10  70  4.0  5.0   1.1    MM    MM  96 1008.6  29.2    MM    MM   MM   MM    MM
2017 09 09 19 00  70  4.0  5.0   1.1    11    MM  MM 1008.7  29.0  29.2    MM   MM -1.7    MM
2017 09 09 18 50  60  4.0  5.0    MM    MM    MM  MM 1008.8  28.9    MM    MM   MM   MM    MM
2017 09 09 18 40  60  4.0  5.0    MM    MM    MM  MM 1008.8  28.8    MM    MM   MM   MM    MM
2017 09 09 18 30  60  4.0  5.0    MM    MM    MM  MM 1008.9  28.6    MM    MM   MM   MM    MM
2017 09 09 18 20  70  5.0  6.0    MM    MM    MM  MM 1009.1  28.6    MM    MM   MM   MM    MM
2017 09 09 18 10  80  6.0  7.0   1.3    MM    MM  94 1009.2  28.4    MM    MM   MM   MM    MM
2017 09 09 18 00  90  5.0  7.0   1.3    12    MM  MM 1009.0  28.5  29.2    MM   MM -1.9    MM
2017 09 09 17 50  80  6.0  7.0    MM    MM    MM  MM 1009.1  28.5    MM    MM   MM   MM    MM
2017 09 09 17 40  80  5.0  6.0    MM    MM    MM  MM 1009.2  28.7    MM    MM   MM   MM    MM
2017 09 09 17 30  80  5.0  6.0    MM    MM    MM  MM 1009.3  28.6    MM    MM   MM   MM    MM
2017 09 09 17 20  80  6.0  8.0    MM    MM    MM  MM 1009.4  28.8    MM    MM   MM   MM    MM
2017 09 09 17 10  80  7.0  8.0   1.5    MM    MM  95 1009.5  29.0    MM    MM   MM   MM    MM
2017 09 09 17 00  80  7.0  8.0   1.5     8    MM  MM 1009.6  29.1  29.2    MM   MM -1.4    MM
2017 09 09 16 50  80  6.0  8.0    MM    MM    MM  MM 1009.8  29.1    MM    MM   MM   MM    MM
2017 09 09 16 40  80  7.0  9.0    MM    MM    MM  MM 1009.8  29.1    MM    MM   MM   MM    MM
2017 09 09 16 30  70  6.0  8.0    MM    MM    MM  MM 1009.9  29.2    MM    MM   MM   MM    MM
2017 09 09 16 20  70  6.0  7.0    MM    MM    MM  MM 1009.9  29.1    MM    MM   MM   MM    MM
2017 09 09 16 10  70  5.0  7.0   1.5    MM    MM  93 1010.2  29.0    MM    MM   MM   MM    MM
2017 09 09 16 00  70  5.0  7.0   1.5    10    MM  MM 1010.4  28.9  29.1    MM   MM -0.3    MM
2017 09 09 15 50  70  6.0  7.0    MM    MM    MM  MM 1010.5  28.9    MM    MM   MM   MM    MM
2017 09 09 15 40  70  6.0  8.0    MM    MM    MM  MM 1010.5  28.8    MM    MM   MM   MM    MM
2017 09 09 15 30  70  7.0  8.0    MM    MM    MM  MM 1010.6  28.8    MM    MM   MM   MM    MM
2017 09 09 15 20  70  7.0  9.0    MM    MM    MM  MM 1010.8  28.7    MM    MM   MM   MM    MM
2017 09 09 15 10  70  8.0  9.0   1.7    MM    MM  93 1010.9  28.9    MM    MM   MM   MM    MM
2017 09 09 15 00  70  7.0  8.0   1.7     9    MM  MM 1010.9  28.7  29.0    MM   MM +0.8    MM
2017 09 09 14 50  80  6.0  7.0    MM    MM    MM  MM 1010.8  28.7    MM    MM   MM   MM    MM
2017 09 09 14 40  70  7.0  9.0    MM    MM    MM  MM 1011.1  28.8    MM    MM   MM   MM    MM
2017 09 09 14 30  70  7.0  9.0    MM    MM    MM  MM 1011.1  28.8    MM    MM   MM   MM    MM
2017 09 09 14 20  70  8.0 10.0    MM    MM    MM  MM 1011.1  28.7    MM    MM   MM   MM    MM
2017 09 09 14 10  70  7.0  9.0   1.6    MM    MM  94 1011.1  28.7    MM    MM   MM   MM    MM
2017 09 09 14 00  70  7.0  9.0   1.6    11    MM  MM 1011.0  28.7  29.0    MM   MM +1.4    MM
2017 09 09 13 50  70  7.0  9.0    MM    MM    MM  MM 1010.9  28.6    MM    MM   MM   MM    MM
2017 09 09 13 40  70  7.0  9.0    MM    MM    MM  MM 1010.8  28.6    MM    MM   MM   MM    MM
2017 09 09 13 30  70  7.0  9.0    MM    MM    MM  MM 1010.7  28.7    MM    MM   MM   MM    MM
2017 09 09 13 20  70  7.0  9.0    MM    MM    MM  MM 1010.7  28.6    MM    MM   MM   MM    MM
2017 09 09 13 10  70  8.0 10.0   1.5    MM    MM  99 1010.7  28.7    MM    MM   MM   MM    MM
2017 09 09 13 00  50  6.0  8.0   1.5     7    MM  MM 1010.7  29.1  29.0    MM   MM +1.5    MM
2017 09 09 12 50  50  6.0  7.0    MM    MM    MM  MM 1010.6  29.1    MM    MM   MM   MM    MM
2017 09 09 12 40  60  6.0  7.0    MM    MM    MM  MM 1010.5  29.2    MM    MM   MM   MM    MM
2017 09 09 12 30  70  6.0  7.0    MM    MM    MM  MM 1010.3  29.1    MM    MM   MM   MM    MM
2017 09 09 12 20  50  5.0  7.0    MM    MM    MM  MM 1010.2  28.8    MM    MM   MM   MM    MM
2017 09 09 12 10  50  7.0  9.0   1.4    MM    MM  99 1010.3  28.3    MM    MM   MM   MM    MM
2017 09 09 12 00  60  8.0 10.0   1.4     7    MM  MM 1010.1  29.0  28.9    MM   MM +1.3    MM
2017 09 09 11 50  70  7.0  8.0    MM    MM    MM  MM 1010.1  29.1    MM    MM   MM   MM    MM
2017 09 09 11 40  60  7.0  8.0    MM    MM    MM  MM 1010.1  29.1    MM    MM   MM   MM    MM
2017 09 09 11 30  60  7.0  8.0    MM    MM    MM  MM 1010.0  28.9    MM    MM   MM   MM    MM
2017 09 09 11 20  60  6.0  8.0    MM    MM    MM  MM 1009.9  29.0    MM    MM   MM   MM    MM
2017 09 09 11 10  60  7.0  8.0   1.2    MM    MM 102 1009.8  28.9    MM    MM   MM   MM    MM
2017 09 09 11 00  60  7.0  8.0   1.2     7    MM  MM 1009.6  28.9  29.0    MM   MM +1.0    MM
2017 09 09 10 50  60  7.0  8.0    MM    MM    MM  MM 1009.6  28.9    MM    MM   MM   MM    MM
2017 09 09 10 40  60  7.0  9.0    MM    MM    MM  MM 1009.5  28.8    MM    MM   MM   MM    MM
2017 09 09 10 30  60  8.0  9.0    MM    MM    MM  MM 1009.3  28.7    MM    MM   MM   MM    MM
2017 09 09 10 20  70  7.0 10.0    MM    MM    MM  MM 1009.3  28.8    MM    MM   MM   MM    MM
2017 09 09 10 10  60  7.0  9.0   1.2    MM    MM 104 1009.2  28.7    MM    MM   MM   MM    MM
2017 09 09 10 00  60  7.0  9.0   1.2    12    MM  MM 1009.2  28.7  29.0    MM   MM +0.3    MM
2017 09 09 09 50  60  6.0  8.0    MM    MM    MM  MM 1009.1  28.7    MM    MM   MM   MM    MM
2017 09 09 09 40  60  7.0  8.0    MM    MM    MM  MM 1009.0  28.6    MM    MM   MM   MM    MM
2017 09 09 09 30  70  6.0  8.0    MM    MM    MM  MM 1008.9  28.7    MM    MM   MM   MM    MM
2017 09 09 09 20  70  7.0  8.0    MM    MM    MM  MM 1009.0  28.7    MM    MM   MM   MM    MM
2017 09 09 09 10  70  6.0  8.0   1.1    MM    MM 103 1008.9  28.7    MM    MM   MM   MM    MM
2017 09 09 09 00  60  6.0  7.0   1.1    12    MM  MM 1008.8  28.7  28.9    MM   MM -0.6    MM
2017 09 09 08 50  60  6.0  8.0    MM    MM    MM  MM 1008.8  28.7    MM    MM   MM   MM    MM
2017 09 09 08 40  70  6.0  7.0    MM    MM    MM  MM 1008.7  28.7    MM    MM   MM   MM    MM
2017 09 09 08 30  70  6.0  8.0    MM    MM    MM  MM 1008.7  28.8    MM    MM   MM   MM    MM
2017 09 09 08 20  70  6.0  8.0    MM    MM    MM  MM 1008.7  28.7    MM    MM   MM   MM    MM
2017 09 09 08 10  70  7.0  8.0   1.2    MM    MM 107 1008.7  28.7    MM    MM   MM   MM    MM
2017 09 09 08 00  70  7.0  9.0   1.2    12    MM  MM 1008.6  28.7  28.9    MM   MM -1.3    MM
2017 09 09 07 50  60  7.0  9.0    MM    MM    MM  MM 1008.6  28.8    MM    MM   MM   MM    MM
2017 09 09 07 40  70  7.0  8.0    MM    MM    MM  MM 1008.6  28.8    MM    MM   MM   MM    MM
2017 09 09 07 30  70  7.0  8.0    MM    MM    MM  MM 1008.7  28.7    MM    MM   MM   MM    MM
2017 09 09 07 20  70  7.0  9.0    MM    MM    MM  MM 1008.8  28.8    MM    MM   MM   MM    MM
2017 09 09 07 10  70  7.0  8.0   1.0    MM    MM 109 1008.9  28.8    MM    MM   MM   MM    MM
2017 09 09 07 00  70  7.0  9.0   1.0    13    MM  MM 1008.9  28.9  28.9    MM   MM -1.6    MM
2017 09 09 06 50  70  8.0  9.0    MM    MM    MM  MM 1009.0  28.9    MM    MM   MM   MM    MM
2017 09 09 06 40  70  8.0 10.0    MM    MM    MM  MM 1009.0  28.9    MM    MM   MM   MM    MM
2017 09 09 06 30  60  6.0  8.0    MM    MM    MM  MM 1009.0  28.8    MM    MM   MM   MM    MM
2017 09 09 06 20  60  6.0  7.0    MM    MM    MM  MM 1009.2  28.8    MM    MM   MM   MM    MM
2017 09 09 06 10  60  5.0  7.0   0.9    MM    MM 112 1009.3  28.6    MM    MM   MM   MM    MM
2017 09 09 06 00  70  5.0  6.0   0.9    13    MM  MM 1009.4  27.9  28.9    MM   MM -1.3    MM
2017 09 09 05 50  50  4.0  7.0    MM    MM    MM  MM 1009.5  28.3    MM    MM   MM   MM    MM
2017 09 09 05 40  60  4.0  4.0    MM    MM    MM  MM 1009.5  28.1    MM    MM   MM   MM    MM
2017 09 09 05 30  60  4.0  5.0    MM    MM    MM  MM 1009.6  28.1    MM    MM   MM   MM    MM
2017 09 09 05 20  60  5.0  6.0    MM    MM    MM  MM 1009.7  28.0    MM    MM   MM   MM    MM
2017 09 09 05 10  60  5.0  6.0   0.8    MM    MM 122 1009.8  27.7    MM    MM   MM   MM    MM
2017 09 09 05 00  60  5.0  8.0   0.8     6    MM  MM 1009.9  28.7  29.0    MM   MM -1.1    MM
2017 09 09 04 50  70  5.0  6.0    MM    MM    MM  MM 1010.1  28.8    MM    MM   MM   MM    MM
2017 09 09 04 40  70  5.0  7.0    MM    MM    MM  MM 1010.2  28.8    MM    MM   MM   MM    MM
2017 09 09 04 30  70  5.0  7.0    MM    MM    MM  MM 1010.2  28.8    MM    MM   MM   MM    MM
2017 09 09 04 20  70  6.0  7.0    MM    MM    MM  MM 1010.2  28.7    MM    MM   MM   MM    MM
2017 09 09 04 10  70  5.0  7.0   0.8    MM    MM 122 1010.4  28.7    MM    MM   MM   MM    MM
2017 09 09 04 00  70  6.0  7.0   0.8    14    MM  MM 1010.5  28.7  29.0    MM   MM -0.3    MM
2017 09 09 03 50  70  5.0  7.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 09 03 40  70  5.0  7.0    MM    MM    MM  MM 1010.6  28.7    MM    MM   MM   MM    MM
2017 09 09 03 30  70  5.0  6.0    MM    MM    MM  MM 1010.5  28.8    MM    MM   MM   MM    MM
2017 09 09 03 20  80  5.0  6.0    MM    MM    MM  MM 1010.6  28.8    MM    MM   MM   MM    MM
2017 09 09 03 00  80  6.0  7.0   0.8     5    MM 124 1010.7  28.8  29.0    MM   MM +0.3    MM
2017 09 09 02 00  70  6.0  8.0   0.7     5    MM 126 1011.0  28.9  29.1    MM   MM +0.8    MM
2017 09 09 01 50  70  6.0  7.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 09 01 40  70  5.0  7.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 09 01 30  70  5.0  6.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 09 01 20  80  5.0  6.0    MM    MM    MM  MM 1010.9  28.9    MM    MM   MM   MM    MM
2017 09 09 01 10  80  6.0  7.0   0.8    MM    MM 126 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 09 01 00  80  5.0  6.0   0.8     6    MM  MM 1010.8  28.9  29.1    MM   MM +0.8    MM
2017 09 09 00 50  80  5.0  6.0    MM    MM    MM  MM 1010.7  28.8    MM    MM   MM   MM    MM
2017 09 09 00 40  80  5.0  8.0    MM    MM    MM  MM 1010.6  28.9    MM    MM   MM   MM    MM
2017 09 09 00 30  80  5.0  6.0    MM    MM    MM  MM 1010.5  28.9    MM    MM   MM   MM    MM
2017 09 09 00 20  80  5.0  6.0    MM    MM    MM  MM 1010.5  29.0    MM    MM   MM   MM    MM
2017 09 09 00 00  80  5.0  6.0   0.8     5    MM 126 1010.4  29.0  29.1    MM   MM +0.7    MM
2017 09 08 23 00  80  6.0  7.0   0.8     6    MM 122 1010.2  28.9  29.2    MM   MM   MM    MM
2017 09 08 22 50  80  6.0  7.0    MM    MM    MM  MM 1010.1  28.8    MM    MM   MM   MM    MM
2017 09 08 22 40  80  6.0  7.0    MM    MM    MM  MM 1010.1  28.9    MM    MM   MM   MM    MM
2017 09 08 22 30  80  5.0  7.0    MM    MM    MM  MM 1010.1  28.9    MM    MM   MM   MM    MM
2017 09 08 22 20  80  5.0  6.0    MM    MM    MM  MM 1010.2  28.9    MM    MM   MM   MM    MM
2017 09 08 22 10  90  6.0  7.0   0.9    MM    MM 127 1010.1  28.9    MM    MM   MM   MM    MM
2017 09 08 22 00  80  6.0  7.0   0.9     6    MM 127 1010.0  29.0  29.2    MM   MM +0.0    MM
2017 09 08 21 50  90  6.0  7.0    MM    MM    MM  MM 1009.9  29.0    MM    MM   MM   MM    MM
2017 09 08 21 40  80  5.0  6.0    MM    MM    MM  MM 1009.8  28.9    MM    MM   MM   MM    MM
2017 09 08 21 30  90  5.0  7.0    MM    MM    MM  MM 1009.7  28.9    MM    MM   MM   MM    MM
2017 09 08 21 20  90  5.0  7.0    MM    MM    MM  MM 1009.6  29.0    MM    MM   MM   MM    MM
2017 09 08 21 10  90  5.0  6.0   1.0    MM    MM 125 1009.7  29.0    MM    MM   MM   MM    MM
2017 09 08 21 00  80  5.0  6.0   1.0     6    MM 125 1009.7  29.0  29.2    MM   MM -0.7    MM
2017 09 08 20 50  90  5.0  6.0    MM    MM    MM  MM 1009.8  29.0    MM    MM   MM   MM    MM
2017 09 08 20 40  90  5.0  7.0    MM    MM    MM  MM 1009.7  29.2    MM    MM   MM   MM    MM
2017 09 08 20 30 100  6.0  7.0    MM    MM    MM  MM 1009.7  29.2    MM    MM   MM   MM    MM
2017 09 08 20 20  90  6.0  7.0    MM    MM    MM  MM 1009.8  29.2    MM    MM   MM   MM    MM
2017 09 08 20 00  MM   MM   MM    MM    MM    MM  MM     MM    MM  29.3    MM   MM   MM    MM
2017 09 08 19 40  90  6.0  8.0    MM    MM    MM  MM 1009.8  29.2    MM    MM   MM   MM    MM
2017 09 08 19 30  90  6.0  7.0    MM    MM    MM  MM 1009.8  29.2    MM    MM   MM   MM    MM
2017 09 08 19 20  90  6.0  7.0    MM    MM    MM  MM 1009.8  29.1    MM    MM   MM   MM    MM
2017 09 08 19 10  90  6.0  7.0   0.9    MM    MM 128 1009.8  29.1    MM    MM   MM   MM    MM
2017 09 08 19 00  90  6.0  7.0   0.9     7    MM 128 1009.9  29.0  29.3    MM   MM -1.8    MM
2017 09 08 18 50  90  6.0  7.0    MM    MM    MM  MM 1009.9  29.0    MM    MM   MM   MM    MM
2017 09 08 18 40  90  6.0  7.0    MM    MM    MM  MM 1009.9  29.0    MM    MM   MM   MM    MM
2017 09 08 18 30  90  5.0  7.0    MM    MM    MM  MM 1010.0  29.0    MM    MM   MM   MM    MM
2017 09 08 18 20  90  6.0  8.0    MM    MM    MM  MM 1010.1  29.0    MM    MM   MM   MM    MM
2017 09 08 18 10  90  6.0  8.0   1.0    MM    MM 137 1010.2  29.0    MM    MM   MM   MM    MM
2017 09 08 18 00  90  6.0  8.0   1.0     6    MM 137 1010.4  29.0  29.3    MM   MM -1.6    MM
2017 09 08 17 50  90  7.0  8.0    MM    MM    MM  MM 1010.3  29.0    MM    MM   MM   MM    MM
2017 09 08 17 40  90  7.0  8.0    MM    MM    MM  MM 1010.4  29.0    MM    MM   MM   MM    MM
2017 09 08 17 30  90  7.0  8.0    MM    MM    MM  MM 1010.6  29.0    MM    MM   MM   MM    MM
2017 09 08 17 20  80  6.0  8.0    MM    MM    MM  MM 1010.8  29.0    MM    MM   MM   MM    MM
2017 09 08 17 10  90  6.0  8.0   0.9    MM    MM 138 1011.0  29.0    MM    MM   MM   MM    MM
2017 09 08 17 00  90  7.0  9.0   0.9     7    MM 138 1011.0  29.1  29.3    MM   MM -1.0    MM
2017 09 08 16 50  90  7.0  9.0    MM    MM    MM  MM 1011.1  29.0    MM    MM   MM   MM    MM
2017 09 08 16 40  90  7.0  8.0    MM    MM    MM  MM 1011.1  29.0    MM    MM   MM   MM    MM
2017 09 08 16 30  90  7.0  8.0    MM    MM    MM  MM 1011.3  29.0    MM    MM   MM   MM    MM
2017 09 08 16 20  90  6.0  7.0    MM    MM    MM  MM 1011.4  29.0    MM    MM   MM   MM    MM
2017 09 08 16 10  90  6.0  7.0   0.9    MM    MM 150 1011.4  28.9    MM    MM   MM   MM    MM
2017 09 08 16 00  90  6.0  7.0   0.9     6    MM 150 1011.7  28.9  28.9    MM   MM +0.0    MM
2017 09 08 15 50  90  6.0  7.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 09 08 15 40  90  6.0  7.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 09 08 15 30 100  6.0  7.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 09 08 15 20  90  6.0  8.0    MM    MM    MM  MM 1011.9  28.9    MM    MM   MM   MM    MM
2017 09 08 15 10 100  6.0  8.0   1.0    MM    MM 138 1011.9  29.0    MM    MM   MM   MM    MM
2017 09 08 15 00 100  6.0  7.0   1.0     6    MM 138 1012.0  29.0  29.1    MM   MM +0.4    MM
2017 09 08 14 50  90  6.0  7.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 08 14 40  90  6.0  8.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 08 14 30  90  7.0  8.0    MM    MM    MM  MM 1012.1  29.0    MM    MM   MM   MM    MM
2017 09 08 14 20  90  7.0  9.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 08 14 10  90  7.0  8.0   1.1    MM    MM 135 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 08 14 00  90  6.0  7.0   1.1     6    MM 135 1012.0  29.0  29.0    MM   MM +1.3    MM
2017 09 08 13 50  90  6.0  8.0    MM    MM    MM  MM 1012.0  29.1    MM    MM   MM   MM    MM
2017 09 08 13 40  90  6.0  8.0    MM    MM    MM  MM 1012.0  29.1    MM    MM   MM   MM    MM
2017 09 08 13 30  90  6.0  8.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 09 08 13 20 100  7.0  8.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 09 08 13 10 100  7.0  8.0   1.0    MM    MM 120 1011.8  29.0    MM    MM   MM   MM    MM
2017 09 08 13 00  90  7.0  8.0   1.0     6    MM 120 1011.9  28.8  28.9    MM   MM +1.4    MM
2017 09 08 12 50  90  7.0  8.0    MM    MM    MM  MM 1011.7  28.8    MM    MM   MM   MM    MM
2017 09 08 12 40 100  7.0  9.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 08 12 30  90  7.0  9.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 08 12 20  90  7.0  8.0    MM    MM    MM  MM 1011.5  28.9    MM    MM   MM   MM    MM
2017 09 08 12 10 100  7.0  8.0   1.2    MM    MM 128 1011.5  28.8    MM    MM   MM   MM    MM
2017 09 08 12 00  90  7.0  8.0   1.2     6    MM 128 1011.6  28.8  29.0    MM   MM +1.1    MM
2017 09 08 11 50  90  7.0  8.0    MM    MM    MM  MM 1011.5  28.7    MM    MM   MM   MM    MM
2017 09 08 11 40  90  7.0  9.0    MM    MM    MM  MM 1011.4  28.8    MM    MM   MM   MM    MM
2017 09 08 11 30  90  7.0  8.0    MM    MM    MM  MM 1011.3  28.9    MM    MM   MM   MM    MM
2017 09 08 11 20  90  7.0  8.0    MM    MM    MM  MM 1011.1  28.8    MM    MM   MM   MM    MM
2017 09 08 11 10 100  7.0  8.0   1.2    MM    MM 127 1010.9  28.7    MM    MM   MM   MM    MM
2017 09 08 11 00  90  7.0  9.0   1.2     6    MM 127 1010.7  28.7  29.0    MM   MM +0.0    MM
2017 09 08 10 50 100  8.0 10.0    MM    MM    MM  MM 1010.7  28.7    MM    MM   MM   MM    MM
2017 09 08 10 40 100  8.0 10.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 08 10 30 100  8.0 10.0    MM    MM    MM  MM 1010.6  28.7    MM    MM   MM   MM    MM
2017 09 08 10 20  90  8.0 10.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 08 10 10  90  8.0  9.0   1.2    MM    MM 129 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 08 10 00  90  7.0  9.0   1.2     6    MM 129 1010.5  28.7  29.1    MM   MM +0.0    MM
2017 09 08 09 50  90  8.0  9.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 08 09 40 100  8.0  9.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 09 08 09 30 100  7.0  9.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 09 08 09 20 100  7.0  8.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 09 08 09 10 100  7.0  8.0   1.1    MM    MM 128 1010.5  28.6    MM    MM   MM   MM    MM
2017 09 08 09 00 100  7.0  8.0   1.1     6    MM 128 1010.5  28.6  29.1    MM   MM -0.4    MM
2017 09 08 08 50  90  7.0  8.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 09 08 08 40 100  7.0  8.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 09 08 08 30 100  7.0  8.0    MM    MM    MM  MM 1010.5  28.8    MM    MM   MM   MM    MM
2017 09 08 08 20  90  7.0  9.0    MM    MM    MM  MM 1010.5  28.8    MM    MM   MM   MM    MM
2017 09 08 08 10  90  7.0  9.0   1.2    MM    MM 121 1010.4  28.9    MM    MM   MM   MM    MM
2017 09 08 08 00 100  7.0  9.0   1.2     6    MM 121 1010.5  28.9  29.0    MM   MM -0.8    MM
2017 09 08 07 50 100  7.0  9.0    MM    MM    MM  MM 1010.6  28.9    MM    MM   MM   MM    MM
2017 09 08 07 40 100  7.0  9.0    MM    MM    MM  MM 1010.6  28.9    MM    MM   MM   MM    MM
2017 09 08 07 30 100  7.0  9.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 08 07 20 100  8.0  9.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 08 07 10 100  8.0 10.0   1.3    MM    MM 115 1010.7  29.0    MM    MM   MM   MM    MM
2017 09 08 07 00 100  8.0 10.0   1.3     7    MM 115 1010.7  28.9  29.0    MM   MM -1.2    MM
2017 09 08 06 50 100  8.0  9.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 08 06 40 100  8.0 10.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 08 06 30 100  7.0  9.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 08 06 20 100  8.0  9.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 08 06 10 100  8.0  9.0   1.5    MM    MM 117 1010.8  28.8    MM    MM   MM   MM    MM
2017 09 08 06 00 100  7.0  9.0   1.5     7    MM 117 1010.9  28.9  29.0    MM   MM -1.4    MM
2017 09 08 05 50 100  8.0 10.0    MM    MM    MM  MM 1011.0  28.8    MM    MM   MM   MM    MM
2017 09 08 05 40 100  8.0 10.0    MM    MM    MM  MM 1011.2  28.9    MM    MM   MM   MM    MM
2017 09 08 05 30 100  7.0  9.0    MM    MM    MM  MM 1011.2  28.9    MM    MM   MM   MM    MM
2017 09 08 05 20 100  7.0  9.0    MM    MM    MM  MM 1011.2  28.9    MM    MM   MM   MM    MM
2017 09 08 05 10 100  7.0  9.0   1.5    MM    MM 119 1011.2  28.9    MM    MM   MM   MM    MM
2017 09 08 05 00 110  7.0  8.0   1.5     7    MM 119 1011.3  29.0  29.0    MM   MM -1.2    MM
2017 09 08 04 50 110  7.0  8.0    MM    MM    MM  MM 1011.4  28.9    MM    MM   MM   MM    MM
2017 09 08 04 40 110  7.0  8.0    MM    MM    MM  MM 1011.4  28.9    MM    MM   MM   MM    MM
2017 09 08 04 30 110  6.0  8.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 08 04 20 110  5.0  7.0    MM    MM    MM  MM 1011.7  28.6    MM    MM   MM   MM    MM
2017 09 08 04 10 110  6.0  7.0   1.5    MM    MM 109 1011.7  28.5    MM    MM   MM   MM    MM
2017 09 08 04 00 100  6.0  7.0   1.5     8    MM 109 1011.9  28.7  29.1    MM   MM +0.0    MM
2017 09 08 03 50 110  6.0  8.0    MM    MM    MM  MM 1012.0  28.8    MM    MM   MM   MM    MM
2017 09 08 03 40 110  6.0  8.0    MM    MM    MM  MM 1012.2  29.0    MM    MM   MM   MM    MM
2017 09 08 03 30 110  6.0  8.0    MM    MM    MM  MM 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 08 03 20 110  7.0  9.0    MM    MM    MM  MM 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 08 03 10 110  7.0  8.0   1.5    MM    MM 108 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 08 03 00 110  7.0  9.0   1.5     8    MM 108 1012.3  29.0  29.2    MM   MM +1.1    MM
2017 09 08 02 50 110  8.0  9.0    MM    MM    MM  MM 1012.3  29.1    MM    MM   MM   MM    MM
2017 09 08 02 40 100  7.0  8.0    MM    MM    MM  MM 1012.3  29.2    MM    MM   MM   MM    MM
2017 09 08 02 30 100  7.0  9.0    MM    MM    MM  MM 1012.3  29.3    MM    MM   MM   MM    MM
2017 09 08 02 20  90  8.0  9.0    MM    MM    MM  MM 1012.3  29.2    MM    MM   MM   MM    MM
2017 09 08 02 10 100  8.0 11.0   1.8    MM    MM 112 1012.4  29.3    MM    MM   MM   MM    MM
2017 09 08 02 00 100  9.0 10.0   1.8     8    MM 112 1012.5  29.3  29.2    MM   MM +1.8    MM
2017 09 08 01 50  90  8.0 10.0    MM    MM    MM  MM 1012.5  29.3    MM    MM   MM   MM    MM
2017 09 08 01 40 100  8.0 11.0    MM    MM    MM  MM 1012.5  29.2    MM    MM   MM   MM    MM
2017 09 08 01 30 100  8.0  9.0    MM    MM    MM  MM 1012.5  29.2    MM    MM   MM   MM    MM
2017 09 08 01 20 100  8.0 10.0    MM    MM    MM  MM 1012.3  29.2    MM    MM   MM   MM    MM
2017 09 08 01 10 100  8.0 10.0   1.8    MM    MM 115 1012.0  29.2    MM    MM   MM   MM    MM
2017 09 08 01 00 100  8.0 10.0   1.8     8    MM 115 1011.9  29.3  29.2    MM   MM +1.6    MM
2017 09 08 00 50 100  8.0 10.0    MM    MM    MM  MM 1011.7  29.3    MM    MM   MM   MM    MM
2017 09 08 00 40 100  8.0 10.0    MM    MM    MM  MM 1011.7  29.3    MM    MM   MM   MM    MM
